Code,Name,Symptoms,Treatments
374,Pinworm Infection,"abdominal_pain_or_discomfort,anal_or_vaginal_discharge,irritability,itching_around_the_anus_or_vagina,loss_of_appetite,restless_sleep","Anthelmintic medication, hygiene measures (handwashing, trimming nails, laundering bedding), treatment for household members"
375,Urethral Valves,"abdominal_distension,difficulty_or_poor_urinary_stream,poor_weight_gain,urinary_frequency_or_urgency,urinary_tract_infections","Surgical intervention (valve ablation or resection), catheterization, medications for symptoms and complications"
376,Migraine,"nausea,sensitivity_to_light_and_sound,severe_headaches","Pain-relieving medications, lifestyle changes, preventive medications"
377,Arthritis,"joint_pain,stiffness,swelling","Medications, physical therapy, surgery (in severe cases)"
378,Sciatica,"leg_pain,lower_back_pain,numbness_or_tingling","Pain relievers, physical therapy, exercise"
379,Complex Regional Pain Syndrome (CRPS),"changes_in_skin_temperature,intense_burning_pain,swelling","Physical therapy, medications, nerve blocks"
380,Lupus,"fatigue,joint_pain,skin_rashes","Medications (anti-inflammatory, immunosuppressants), lifestyle modifications"
381,Endometriosis,"infertility,painful_periods,pelvic_pain","Pain medications, hormonal therapies, surgery"
382,Chronic Headache,"persistent_head_pain,tension_in_neck_and_shoulders","Pain-relieving medications, relaxation techniques, stress management"
383,Dry Skin,"dry,flaky_skin_with_itching","Moisturizing creams or lotions, avoiding hot showers or baths, using mild soaps"
384,Eczema,"inflamed_skin,itchy,rash,red","Emollients (moisturizers), topical corticosteroids or immunomodulators, avoiding triggers"
385,Psoriasis,"itching,red,scaly_patches_on_the_skin","Topical treatments (corticosteroids, salicylic acid), systemic medications (retinoids, immunosuppressants), phototherapy"
386,Scabies,"especially_at_night,intense_itching,small_blisters_or_bumps","Prescription medications (topical or oral scabicides), washing clothes and bedding in hot water, vacuuming and cleaning home"
387,Urticaria (Hives),"itchy_welts_on_the_skin,raised","Antihistamines, avoiding triggers, corticosteroids (in severe cases)"
388,Insect Bites,"itchy_bumps,red,swollen","Topical corticosteroids, oral antihistamines, cold compresses"
389,Contact Dermatitis,"itchy,red_rash_caused_by_contact_with_irritants_or_allergens","Avoiding the trigger, corticosteroid creams or ointments, antihistamines"
390,Dermatitis due to Sun Exposure,"itching,redness,sunburn-like_rash","Moisturizers, cool compresses, topical corticosteroids"
391,Parasitic Infections,"intense_itching,visible_lice_or_nits_in_the_affected_area","Prescription medications (topical or oral antiparasitic agents), washing clothes and bedding in hot water"
392,Influenza (Flu),"body_aches,congestion,cough,fatigue,high_fever,sore_throat","Rest, fluids, over-the-counter medications for symptom relief, antiviral medications (in some cases)"
393,Urinary Tract Infection (UTI),"burning_sensation_during_urination,cloudy_or_bloody_urine,frequent_urination,pelvic_pain","Antibiotics, increased fluid intake, pain relievers"
394,Bronchitis,"chest_congestion,fatigue,persistent_cough_with_yellow_or_green_mucus","Rest, fluids, over-the-counter cough suppressants, inhalers (if prescribed), treating underlying cause"
395,Gastroenteritis (Stomach Flu),"abdominal_pain_or_cramps,diarrhea,fever,nausea,vomiting","Rest, fluids (electrolyte solutions), bland diet, avoiding irritating foods, over-the-counter medications for symptom relief"
396,Urinary Stones (Kidney Stones),"blood_in_urine,frequent_urination,pain_during_urination,severe_abdominal_or_back_pain","Pain management, increased fluid intake, medications to help pass the stones, procedures or surgery"
397,Osteoporosis,"back_pain,fractures,fragile_bones,loss_of_height_over_time","Calcium and vitamin D supplements, regular exercise, medications to slow bone loss"
398,Rheumatoid Arthritis,"fatigue,joint_pain,loss_of_appetite,stiffness,swelling","Medications (nonsteroidal anti-inflammatory drugs, disease-modifying antirheumatic drugs), physical therapy, exercise"
399,Type 1 Diabetes,"frequent_urination,increased_thirst,weight_loss","Insulin therapy, Blood sugar monitoring, Healthy eating, Regular exercise"
400,Type 2 Diabetes,"fatigue,increased_hunger,slow_healing_of_wounds","Oral medications, Insulin therapy (in some cases), Blood sugar monitoring, Exercise"
